Sample_Index,Gene,Mean,Std,Median,Max,Min,CV,Y_Encoded,Y_Label
40,ENSG00000229005,-0.0918682920033062,0.0382002159742692,-0.0914309037206973,0.0305180890097817,-0.194940491204428,-0.4158602902489665,2,KRAS
41,ENSG00000244165,-0.2242398198221113,0.0616561505498973,-0.2241294597156518,-0.0545022377959055,-0.4278292805634131,-0.2749685594842432,2,KRAS
42,ENSG00000153790,1.4235499701379195,0.4264693595185174,1.3777017871117327,3.4834794404153486,0.4824712569408739,0.2995794827506982,1,EGFR
43,ENSG00000172661,3.3658254598266684,0.7493016225627922,3.405651061706074,5.033423615693302,0.1616702829751503,0.2226198016825752,1,EGFR
44,ENSG00000186235,-0.086835730229741,0.0962504609144482,-0.1094392956254851,0.2560783313674108,-0.2721951141424298,-1.108547669680052,2,KRAS
45,ENSG00000203837,-0.0830140089762638,0.4728140228291779,-0.1467113026366119,5.086288944275376,-0.2442363901808587,-5.696279356390912,1,EGFR
46,ENSG00000165084,0.512569839411851,0.3888812675562529,0.4346896210244697,3.9513234008425817,0.0137101961206338,0.7586745276647373,1,EGFR
47,ENSG00000270362,0.2375293504503123,0.0949805821978428,0.2190431087403427,0.9585058128035104,0.0537120263087941,0.3998519909134402,2,KRAS
48,ENSG00000231426,-0.2154764104738751,0.0700217669191324,-0.2225587409007388,0.2491167265656133,-0.4005686266495614,-0.3249776462379151,3,Triple-Negative
49,ENSG00000230010,-0.1220470104688581,0.0431357482373927,-0.125382545974326,-0.0040369713897995,-0.237342278998218,-0.3534644782895622,2,KRAS
50,ENSG00000227868,-0.1098032739522426,0.043422973188975,-0.1089070620990459,0.0654617596009718,-0.2144863948433747,-0.3954975712616324,1,EGFR
51,ENSG00000275475,-0.0832087386070281,0.0783918830951816,-0.0822623122481499,0.1947231870726457,-0.2850799759169506,-0.9422244183947224,2,KRAS
52,ENSG00000221882,-0.1165147661727794,0.0455557892594742,-0.1187320265402785,0.0190899294689812,-0.2258545031611041,-0.3910208204865529,2,KRAS
53,ENSG00000258539,-0.0321453010667067,0.0652563196283059,-0.0362860764061052,0.1427878158011609,-0.1774952905822867,-2.0306739772826874,1,EGFR
54,ENSG00000122859,-0.3907078414193911,0.0415908851563517,-0.3896479475188959,-0.2659644366736938,-0.4950073106780316,-0.1064528153143964,0,ALK
55,ENSG00000124299,4.652731229180564,1.072259649652573,4.596807591872014,10.73738557427153,1.737486261167202,0.2304576155939406,3,Triple-Negative
56,ENSG00000111713,-0.0938613273823007,0.0500816862314231,-0.0970085586480574,0.0943354289931719,-0.2146791149962615,-0.5336278945466255,1,EGFR
57,ENSG00000211797,-0.1007604482719065,0.0525882737255408,-0.1023021579791551,0.1771301122789761,-0.2191676427126262,-0.5219656550173843,1,EGFR
58,ENSG00000229015,0.0844298357035755,0.0768477780281157,0.0766239856737917,0.28776183795625,-0.0706365985212882,0.910089146761115,1,EGFR
59,ENSG00000204388,15.649848495784576,10.415784100247528,13.383959468375396,89.09916364205543,3.0750477840444788,0.6655513277038965,1,EGFR
60,ENSG00000204390,0.8142914111481547,0.1880271407083275,0.7877982915026105,1.948617030451696,0.4541340197222535,0.2309060725354897,1,EGFR
61,ENSG00000131094,-0.0156276123506637,0.0599666914988824,-0.0208971081529158,0.3095099576675875,-0.1486395035466867,-3.839683695077373,1,EGFR
62,ENSG00000279430,-0.1115965066607735,0.0480971005919722,-0.1090974618510191,0.0391293097170859,-0.2133602609107177,-0.431029718836785,2,KRAS
63,ENSG00000163012,-0.0409681178974863,0.0457377858439505,-0.0394053691016752,0.0798329332923155,-0.1841221562159682,-1.1166964741501852,3,Triple-Negative
64,ENSG00000271077,0.0698987834638226,0.0762600268789904,0.0709350038511852,0.3538520716921127,-0.1683422195250215,1.090850435388488,1,EGFR
65,ENSG00000105610,-0.1595021206992089,0.0436126674796711,-0.1614207854332942,-0.0027585003288078,-0.2713778034032754,-0.2734471602012344,3,Triple-Negative
66,ENSG00000252928,0.0268202232633259,0.0681393841775924,0.0250989344180215,0.2296918223642718,-0.1444357150345608,2.539650285755604,1,EGFR
67,ENSG00000137080,-0.1323869671965847,0.0642856119074301,-0.1366873287915447,0.1247034242791551,-0.3157787221353318,-0.4856253566525939,1,EGFR
68,ENSG00000171217,0.0503174181934317,0.0591742139742572,0.0475880483082207,0.1996803981243377,-0.0981548369439899,1.1757848127003665,1,EGFR
69,ENSG00000147571,0.0255031268240418,0.1155977276619971,0.0069586953804989,1.499758079372853,-0.1161382579272335,4.530911810976679,2,KRAS
70,ENSG00000144036,0.5074419774122594,0.1274625588045489,0.4873549053678409,1.1225903636992949,0.272395248507218,0.2511815195883983,1,EGFR
71,ENSG00000144228,5.795512159096528,0.9799611771015956,5.709354741728099,10.899433101022977,3.058258023490492,0.169089367653175,1,EGFR
72,ENSG00000115073,2.6099085831753417,0.4467356616117932,2.573902747102773,4.178175449883302,1.6130288320039083,0.1711684281998846,3,Triple-Negative
73,ENSG00000115540,5.60699421402222,1.0670240901396122,5.536010418016345,10.16916552377298,2.6601930799180047,0.1903019953991038,2,KRAS
74,ENSG00000176407,2.372850595545183,0.3274370536266998,2.356844087209536,3.620039216229016,1.6053461296413305,0.1379925370421807,3,Triple-Negative
75,ENSG00000162980,4.4722593776957655,0.7738001821376346,4.390908403686352,9.324717768144806,2.1440848995467867,0.1730218188548198,3,Triple-Negative
76,ENSG00000115520,4.1185172790000575,0.7391670369657698,4.057661979179722,6.746559300937192,2.454021509162777,0.1794736290165433,0,ALK
77,ENSG00000116095,3.816806015796315,0.4806501749948546,3.77812391177346,5.324867527479888,2.470136166250505,0.1259296159431397,2,KRAS
78,ENSG00000061676,8.304660022567951,1.3518027553870569,8.238331916846603,12.655335853378368,5.4336629356256685,0.162776215275686,2,KRAS
79,ENSG00000116030,3.275125623299572,0.5636015329987953,3.2437868401732723,4.946325207308352,1.9086979581122467,0.1720849448155031,1,EGFR
80,ENSG00000003393,1.4494087505669486,0.2112795511216293,1.4368001299985722,2.1841494222330087,0.8777807540332516,0.145768468249073,2,KRAS
81,ENSG00000113369,26.127490575558625,11.317080037654762,24.20337774409542,80.1951246930826,4.796566844185045,0.4331482073812104,3,Triple-Negative
82,ENSG00000176907,19.58019232234522,13.701121483481458,16.444128157017424,97.47463018050738,1.508261029036344,0.6997436113234404,1,EGFR
83,ENSG00000138835,1.521195226081129,0.3542334835207003,1.4646919178665794,3.0734045559156016,0.9440871377199596,0.2328637040205699,2,KRAS
84,ENSG00000144339,0.1443817984024569,0.0650684406272325,0.1351817469125666,0.5062835738016873,-0.0372312998958173,0.450638064953455,1,EGFR
85,ENSG00000254109,1.1385063398075066,0.755549119668743,0.9338401366706534,6.3346382682382,0.1785064010842949,0.6636260660048907,3,Triple-Negative
86,ENSG00000159224,-0.0770499803017358,0.0562516771960937,-0.0813125189298435,0.2012847631122978,-0.2137333942184153,-0.7301621440682842,1,EGFR
87,ENSG00000198964,8.936778813390104,3.833532204413692,8.041540572864214,30.62862480459776,3.3222347838492,0.4289608140532382,2,KRAS
88,ENSG00000173338,-0.1915651849161753,0.0370191756156182,-0.1927122156066074,-0.0804672955652274,-0.2890976270134564,-0.1932559310875238,2,KRAS
89,ENSG00000179604,1.233406460117736,0.2950183788152281,1.2201261225963722,2.218227459605694,0.3799512332360257,0.239187969639279,2,KRAS
90,ENSG00000166886,0.6265935600193989,0.1502146672068499,0.5913357715551162,1.3835911067428404,0.3757669743687688,0.2397283973333944,1,EGFR
91,ENSG00000181852,1.188906178480909,0.2400666974231434,1.1531707885714702,2.103333319130314,0.7013593437459141,0.2019206246565499,1,EGFR
92,ENSG00000143889,1.9458783366597927,0.2555322917554432,1.942826384947002,2.791064721889288,1.1532734731710144,0.1313190931572549,3,Triple-Negative
93,ENSG00000125831,-0.0256829533955643,0.0398748354592061,-0.0262229737382844,0.0883384407273939,-0.1252976714862414,-1.5531845847581962,2,KRAS
94,ENSG00000197901,-0.1271662706871332,0.0389623699992089,-0.1265060754962056,0.0130938328558296,-0.2464852095609862,-0.3064132801997277,1,EGFR
95,ENSG00000261449,-0.034008262534712,0.0557889248972125,-0.0361872262604554,0.1538339238843733,-0.1481578418650626,-1.6409345871793428,2,KRAS
96,ENSG00000112706,-0.0987890848181418,0.0363642693734973,-0.1000321177718366,0.0157444650489941,-0.1958561889366256,-0.3681373383894588,3,Triple-Negative
97,ENSG00000268845,0.0888266001833725,0.0585371182628603,0.0847688094984148,0.2552857796175831,-0.0353605603841292,0.6589301947849266,1,EGFR
98,ENSG00000180432,0.0038909760439419,0.0481929203585948,0.0018161185324748,0.1526312309518165,-0.1037219206323181,12.354067242590748,2,KRAS
99,ENSG00000261423,0.1457024516281015,0.0578593403741553,0.1432682109227133,0.3168514736211534,0.0011299647332302,0.3970789025074422,2,KRAS
100,ENSG00000119121,0.0491129095543871,0.0682883109932082,0.0390442249587152,0.323419767536861,-0.0737893618743357,1.3901520006179982,2,KRAS
101,ENSG00000261194,0.0232546636930773,0.0571734497281189,0.025649737899876,0.1811501602783546,-0.0977887272945325,2.4575231553908696,1,EGFR
102,ENSG00000055483,1.0476911541532592,0.2202519496956715,1.0197808024738595,2.0396182182440885,0.682715320557155,0.2102240212512477,1,EGFR
103,ENSG00000197063,1.8244695635044283,0.4031482663887388,1.7546278701369815,3.429569043115058,1.0708064922064815,0.2209661727393529,1,EGFR
104,ENSG00000070495,1.1613906292433256,0.2243717127123457,1.12765270372223,2.11811524710295,0.7571064327065538,0.1931906243744057,3,Triple-Negative
105,ENSG00000198355,9.60645219612652,2.836406444276883,9.249960710761842,20.902616561769847,4.3138977148140105,0.2952602515232473,2,KRAS
106,ENSG00000102786,1.5460483719298923,0.265774651977599,1.5220862723602138,3.0734045559156016,1.0000818631428203,0.1719046685448502,2,KRAS
107,ENSG00000206560,4.830082453146519,1.453258872837831,4.610953657225027,14.7143741623721,2.451692634505538,0.3008759950114659,2,KRAS
108,ENSG00000069399,1.2360969179686796,0.3803082203751023,1.1841120124995554,2.5011540603415416,0.5465782253797166,0.3076661208239744,2,KRAS
109,ENSG00000134107,4.309256153487226,1.579770770274641,4.086381112578796,11.423433018644475,1.7631385947951546,0.3665985608700983,0,ALK
110,ENSG00000064932,0.4269255853614539,0.1531021601047963,0.4003966792709585,1.6675233345432692,0.1769717520507617,0.3586071654701175,3,Triple-Negative
111,ENSG00000082153,2.0165985529214066,0.6801579874319765,1.8854285498549104,5.903245641668723,0.8634315820556696,0.3372781427742384,1,EGFR
112,ENSG00000139289,2.493996291791837,1.1269820301276074,2.210372290164893,9.206459496546923,0.8325920296647931,0.451876177633024,1,EGFR
113,ENSG00000162783,3.7659562695210815,0.9969250718749302,3.5717229452399746,8.718498930710197,1.8621303661201325,0.2647195966526033,1,EGFR
114,ENSG00000116604,1.0198329261611367,0.1571709407763889,1.0003088253286332,1.6978460725277205,0.7317349220615638,0.15411289007809,3,Triple-Negative
115,ENSG00000204186,0.6569549104971241,0.2147438822529968,0.6418956628079204,1.5950904631989942,0.212503063906499,0.3268726819679007,2,KRAS
116,ENSG00000095951,1.0958801401347644,0.1698301586559659,1.0710506263784223,1.7418381481739422,0.7360740194569471,0.1549700580708587,2,KRAS
117,ENSG00000052749,0.5134559944505211,0.1380042994621726,0.4914493836830521,0.9578073884592596,0.2289205735313202,0.2687700859525393,2,KRAS
118,ENSG00000143322,1.3014747123397112,0.3082856675005835,1.2277193779309596,2.8269144278214724,0.752559588249994,0.2368722925268717,2,KRAS
119,ENSG00000104885,0.4632008016571857,0.0995630328899878,0.4516709440001974,0.9051292345988796,0.2719301603111693,0.2149410862911455,3,Triple-Negative
120,ENSG00000069849,2.0260918716283096,0.436304579099629,2.00521186263264,3.814103033918408,1.0289807840410752,0.2153418765409785,1,EGFR
121,ENSG00000099625,-0.0327203992208968,0.0414039659807139,-0.0345112173714985,0.0912310052019814,-0.1290741127083644,-1.265773789586258,0,ALK
122,ENSG00000164169,3.967669157715551,0.8124108212662657,3.7614985553081466,8.162665116227162,2.364125175875383,0.2047571864994303,1,EGFR
123,ENSG00000173451,0.2362259476660756,0.1560612775334841,0.2011615172436761,1.2378851109085918,0.0225031572541434,0.660616130082285,1,EGFR
124,ENSG00000237781,-0.0326410333759215,0.0937617062200887,-0.046232511258657,0.3249610726217341,-0.2167957335751106,-2.873390650547879,3,Triple-Negative
125,ENSG00000113600,-0.0663234203454459,0.069821994547461,-0.0726156554546653,0.6506963199338979,-0.1943471862679278,-1.0529089614702116,2,KRAS
126,ENSG00000140403,1.201362396143917,0.4556357267165467,1.1168585484207547,4.351627587021999,0.4552522272535685,0.3792626900526556,3,Triple-Negative
127,ENSG00000102891,0.8731020837002363,0.6419583448747105,0.7153510925397957,6.6388393500738205,0.221773904706439,0.7352530755892192,0,ALK
128,ENSG00000118520,-0.0110079326414717,0.117307693042158,-0.027492300971362,1.0920641894590517,-0.1905355260724076,-10.666340381082708,2,KRAS
129,ENSG00000170385,5.010511222964941,1.951468306504752,4.5105639110421984,21.674718150260496,2.3782141565488004,0.3894741125056017,2,KRAS
130,ENSG00000134480,4.3961686002579485,1.013709203791741,4.245734131035687,8.924096039357226,2.6530825851293365,0.2305887216984908,1,EGFR
131,ENSG00000168906,0.9242809711502404,0.3381218500568507,0.8703660816011132,2.998542683281061,0.3420103945845408,0.3658175408076015,1,EGFR
132,ENSG00000270159,0.1353886202657231,0.057723034490844,0.1386222906842561,0.327313876696766,-0.0383732186500404,0.426319222290162,2,KRAS
133,ENSG00000011405,1.06350212494249,0.156181085033135,1.0536059954008206,1.619458581292457,0.7546484972703238,0.1468540709318011,3,Triple-Negative
134,ENSG00000110422,2.058597486263182,0.2343326217600704,2.054061383132316,3.199129625404069,1.3672015483091084,0.1138306468444039,1,EGFR
135,ENSG00000132326,2.4703554873871694,0.6934448085882351,2.3019717723000763,4.763871832069851,1.1505576441234766,0.2807053499284717,2,KRAS
136,ENSG00000166979,7.239757629790154,3.355777198980192,6.8825818573515765,20.632456884929745,1.14113707250613,0.4635200148098481,3,Triple-Negative
137,ENSG00000036672,0.2398555854463383,0.1560547494627805,0.2184210852548935,0.774933081643736,-0.0215687703154998,0.6505924940103273,1,EGFR
138,ENSG00000173276,7.231163765624575,2.331032608530489,6.690569658325343,16.82554564528638,3.278585044542916,0.3223588153297755,2,KRAS
139,ENSG00000133789,4.935179454771972,1.277866507162824,4.842907028996001,10.940723130625166,1.7810157694335484,0.2589295748164681,3,Triple-Negative
140,ENSG00000173714,-0.1300421715623476,0.0326684671532292,-0.1294199984193189,-0.0364149065801565,-0.2115179817583046,-0.2512337274746307,1,EGFR
141,ENSG00000160588,1.8880531525854345,0.8369668965467136,1.7471381943506838,6.76672002112946,0.6405340594379576,0.4432939096346466,3,Triple-Negative
142,ENSG00000166483,2.039166296642737,0.6893665102252761,1.862759773041542,5.068854364832172,0.8657614349836639,0.3380612609906444,1,EGFR
143,ENSG00000162771,0.310753370354147,0.0834618474523482,0.2993308257071493,0.9290713961017216,0.1613507944435697,0.268570415352475,1,EGFR
144,ENSG00000260368,0.2148672803779411,0.1083094878535574,0.2017607173513978,0.7153584661852287,0.0043628558909797,0.5040527675287731,1,EGFR
145,ENSG00000006652,3.637939591712112,1.0781258371887943,3.368381298540658,7.481451403308665,1.7351780452113843,0.2963553534784964,2,KRAS
146,ENSG00000181016,0.3222082381658513,0.1190329694257722,0.3065696276057786,0.9796476496296892,0.0952491609254606,0.3694172313253848,2,KRAS
147,ENSG00000175182,0.6615489307970517,0.1432239270292918,0.6436323158921371,1.1774624516811638,0.2820493438646771,0.2164945862898932,2,KRAS
148,ENSG00000196428,0.808209899408195,0.1879734238200707,0.7892815510782474,1.4811367352526204,0.4244659169772128,0.2325770795271324,2,KRAS
149,ENSG00000130164,1.4361823638582598,0.7474671288390002,1.25754440417701,4.646637594693258,0.4420705586499104,0.5204505661281799,3,Triple-Negative
150,ENSG00000139722,4.164565196365132,1.4947253762190815,4.012054614528876,14.461602499813448,1.3217117455918834,0.358914248330463,1,EGFR
151,ENSG00000184545,0.8772243926959804,0.2508388389440632,0.825238029209338,2.1146024981110645,0.3712037950215735,0.2859427777029661,1,EGFR
152,ENSG00000158792,1.271101426683501,0.3106507611818788,1.2391825974408863,2.46419131715341,0.621593423981343,0.2443930206751488,0,ALK
153,ENSG00000183864,1.9958409192085225,0.5408241975596412,1.8986900212397853,3.550557428568706,0.9049051660083236,0.2709742457989353,1,EGFR
154,ENSG00000111912,10.098194054062397,3.2948111223958363,9.794575079987007,26.90194224200427,3.704302429993087,0.3262769404100494,1,EGFR
155,ENSG00000173334,3.446277975499598,0.7260853891120074,3.372965177758732,6.749657988649243,2.011464558202708,0.2106862207319598,2,KRAS
156,ENSG00000162924,1.5685048503656036,0.5397312654382845,1.4971668599813852,3.5697236823472047,0.6115150302164172,0.3441033824528209,0,ALK
157,ENSG00000109321,10.071638673957745,11.129282786830323,6.326688996981922,82.87656976481728,0.4440254617293384,1.105011021244943,2,KRAS
158,ENSG00000164023,3.393515058168784,1.5871688770761017,3.047630329673579,17.474133887260876,1.3317071486701524,0.4677050706478562,3,Triple-Negative
159,ENSG00000165195,1.711802597911865,0.7134253480843313,1.467677173345649,4.740979206548921,0.8855652497081079,0.4167660344097216,2,KRAS
160,ENSG00000112245,4.806573044981936,1.853684610233244,4.373646977777304,13.98689230101628,2.193248427310084,0.385655379899966,2,KRAS
161,ENSG00000077044,3.2245076528221,1.248896113429461,2.9051959243146115,10.104499315854836,1.6374780738359445,0.3873125372213193,3,Triple-Negative
162,ENSG00000168036,2.709813279373877,0.6381386580830585,2.6021815344957586,5.585298706773082,1.6078411309761622,0.2354908760804892,2,KRAS
163,ENSG00000168610,3.326257082974593,0.484396451011281,3.3170948499630173,4.973909135770774,2.1725940296794404,0.1456276477287861,1,EGFR
164,ENSG00000231064,0.1360408394173234,0.0875901007354215,0.1289122317639068,0.5783829956776231,-0.0706365985212882,0.6438041919517082,1,EGFR
165,ENSG00000143479,0.6385234373934934,0.1606573403103658,0.5933951910594972,1.5307767453175385,0.4031209349501958,0.2516036450121899,1,EGFR
166,ENSG00000162889,1.2926975993669931,0.218284923522663,1.2725428557272198,2.104309768032285,0.8708938149456898,0.1688586990821062,1,EGFR
167,ENSG00000143333,1.4361585967198092,1.0432016651692952,1.1733147737138587,6.507697365566426,0.242158370862564,0.726378273102444,1,EGFR
168,ENSG00000166592,3.9201041551350686,3.474772691449765,3.1622446706069764,27.695756403816297,-0.0856019935791136,0.8863957920455102,1,EGFR
169,ENSG00000125657,0.3883373476925586,0.1671254403102765,0.3537514041655945,1.1635930155586325,0.1160743789963432,0.4303504100215564,2,KRAS
170,ENSG00000101544,4.016751766036889,0.8076696145407419,3.918528700035712,7.883179687522568,1.2191437654303097,0.2010748113990399,2,KRAS
171,ENSG00000196411,1.7338368198687248,0.4003207566191339,1.6972321125675425,3.2041432449952363,0.7648916695639005,0.2308858845151289,1,EGFR
172,ENSG00000251249,-0.112761410339708,0.0462139365022234,-0.1146135786832049,-0.0047844839937183,-0.2351021506836585,-0.4098745759630481,2,KRAS
173,ENSG00000279633,0.0152916479131565,0.0488000751693621,0.0095696301307074,0.2176885608266951,-0.0912516988134758,3.1892038979280906,2,KRAS
174,ENSG00000128573,0.2255938839131067,0.1513261750841614,0.1996796114314893,1.2608170900501303,-0.0468937767243163,0.6707605049142061,3,Triple-Negative
175,ENSG00000261292,0.0035781655675912,0.0572162100781197,-0.0060734269024139,0.22211347389482,-0.114027439778114,15.945811028037046,1,EGFR
176,ENSG00000116299,2.3803357983507927,2.5046511495017887,1.4323455721601048,12.477175701448155,0.0923186021782256,1.0522215516909854,2,KRAS
177,ENSG00000204271,0.6435052519640908,0.237946459651483,0.5771039269933251,2.1268073705138755,0.3110468469671764,0.3697604041632891,1,EGFR
178,ENSG00000080493,0.731790861812362,0.3654730887662168,0.6443468208776828,2.339212924886509,0.1043538711844941,0.4994160403980589,2,KRAS
179,ENSG00000102010,0.4778401840228006,1.1610829265691052,0.23881619665564,15.568580812902429,-0.1226528950062896,2.4298053352087945,1,EGFR
180,ENSG00000170545,2.446111235487513,1.6876512530123473,2.030398960879729,12.399127356944174,0.4962417419190608,0.6899295212880148,1,EGFR
181,ENSG00000139209,-0.0747240836643297,0.1268661425717938,-0.1036461485995695,0.8571906340858605,-0.2303459635543445,-1.698021796556713,1,EGFR
182,ENSG00000196104,0.1715546992891782,0.2606129168113852,0.0992900264867064,2.023028815800965,-0.0825031836890631,1.5190357800360383,1,EGFR
183,ENSG00000163631,0.0796082041303939,0.6536841828311583,-0.0660001202015549,6.915750960075508,-0.1642820884794343,8.21023520903076,3,Triple-Negative
184,ENSG00000256234,-0.0270521028628904,0.2301166020842225,-0.0683940164298851,1.9916481063849687,-0.3607402318081133,-8.50956758987886,3,Triple-Negative
185,ENSG00000139318,18.10427182229061,8.169099531685015,16.559541727942385,52.6981388923066,3.693573357317118,0.451224721967537,2,KRAS
186,ENSG00000187678,3.741986370186329,1.6224190680860848,3.4367343022378494,9.75620031207762,0.9557269435355292,0.433570454801189,1,EGFR
187,ENSG00000186198,0.2923479414000242,0.3400193838897775,0.193075391651549,2.814147177076788,-0.030727554101782,1.1630242786001137,1,EGFR
188,ENSG00000255794,0.1527333717836279,0.1559033412220978,0.0968969639536423,0.8771259587635839,-0.0603063411171832,1.0206880953429929,1,EGFR
189,ENSG00000170381,0.2878143444460232,0.2886897661688831,0.226849167561372,1.7712919916774077,-0.1103641486320794,1.0030067704124386,1,EGFR
190,ENSG00000185736,-0.0274389765458993,0.0586907996824047,-0.0339298028411288,0.2043921373153877,-0.1418188523836623,-2.139737134711979,1,EGFR
191,ENSG00000260759,0.0140754513802199,0.0543894679738094,0.0077239053634455,0.2370039088660897,-0.1157506180904432,3.8613933274575767,2,KRAS
